screenWidth 1104;screenHeight 661;cornerX 302;cornerY 80;centerX 552;centerY 330;externalRadius 250;internalRadius 170;borderRadius 1;cursorRadius 16;indexOfDifficulty 28.00696429476858;taskRadius 209.5;taskTolerance 47;borderColor java.awt.Color[r=255,g=255,b=255];backgroundColor java.awt.Color[r=0,g=0,b=0];cursorColorRecord java.awt.Color[r=255,g=0,b=0];cursorColorWait java.awt.Color[r=255,g=255,b=0];autoStart 3600;cycleMaxNumber 6;cycleDuration 20;software LSL-mouse;version 1.2.0rc5;task CircularTarget;isWithLSL false
2021-03-26 17:38:25.650

timestamp,mouseX,mouseY,mouseInTarget
1616776732136,775,345,1
1616776732138,774,350,1
1616776732144,773,354,1
1616776732150,772,358,1
1616776732153,771,362,1
1616776732159,770,366,1
1616776732167,769,370,1
1616776732169,767,375,1
1616776732174,766,379,1
1616776732177,765,383,1
1616776732184,763,387,1
1616776732189,762,391,1
1616776732192,760,395,1
1616776732198,759,399,1
1616776732204,757,403,1
1616776732207,755,407,1
1616776732213,753,411,1
1616776732219,751,415,1
1616776732222,749,419,1
1616776732229,747,422,1
1616776732235,745,426,1
1616776732238,743,430,1
1616776732243,741,434,1
1616776732249,738,438,1
1616776732252,736,441,1
1616776732258,734,445,1
1616776732265,731,448,1
1616776732267,729,452,1
1616776732273,726,455,1
1616776732280,724,459,1
1616776732282,721,462,1
1616776732288,719,465,1
1616776732294,716,468,1
1616776732297,713,471,1
1616776732304,711,474,1
1616776732309,708,477,1
1616776732312,705,479,1
1616776732318,703,482,1
1616776732324,700,484,1
1616776732328,697,486,1
1616776732333,694,489,1
0,0,0,0
1616776752758,925,500,0
1616776752803,925,501,0
1616776752839,925,502,0
1616776752854,925,503,0
1616776752860,924,503,0
1616776752863,924,504,0
1616776752869,924,505,0
1616776752872,924,506,0
1616776752877,923,507,0
1616776752883,923,508,0
1616776752887,922,509,0
1616776752892,921,511,0
1616776752899,920,512,0
1616776752902,920,513,0
1616776752907,919,514,0
1616776752913,918,516,0
1616776752917,917,517,0
1616776752922,916,518,0
1616776752929,915,519,0
1616776752932,914,520,0
1616776752937,912,521,0
1616776752943,910,523,0
1616776752947,909,524,0
1616776752952,907,525,0
1616776752958,905,526,0
1616776752961,903,528,0
1616776752967,900,529,0
1616776752973,898,530,0
1616776752976,895,531,0
1616776752982,893,532,0
1616776752988,890,533,0
1616776752991,887,534,0
1616776752997,884,535,0
1616776753003,881,536,0
1616776753006,877,537,0
1616776753013,874,537,0
1616776753018,871,538,0
1616776753021,867,539,0
1616776753027,863,540,0
1616776753034,860,541,0
1616776753036,856,541,0
1616776753042,852,542,0
1616776753045,848,543,0
1616776753051,845,543,0
1616776753058,841,544,0
1616776753060,837,544,0
1616776753066,833,545,0
1616776753072,830,545,0
1616776753075,826,546,0
1616776753082,822,546,0
1616776753087,818,546,0
1616776753090,814,546,0
1616776753096,810,546,0
1616776753102,806,546,0
1616776753106,802,546,0
1616776753112,798,546,0
1616776753117,793,546,0
1616776753120,789,546,0
1616776753126,785,546,0
1616776753133,781,546,0
1616776753135,776,546,0
1616776753141,772,546,0
1616776753147,767,546,0
1616776753149,763,546,0
1616776753156,758,546,0
1616776753162,754,547,0
1616776753165,749,547,0
1616776753171,745,547,0
1616776753177,740,547,0
1616776753179,735,547,0
1616776753186,731,547,0
1616776753192,726,547,0
1616776753195,721,547,0
1616776753201,717,548,0
1616776753207,712,548,0
1616776753210,708,548,0
1616776753216,703,548,0
1616776753222,698,548,0
1616776753225,694,548,0
1616776753231,689,548,0
1616776753234,684,549,0
1616776753240,680,549,0
1616776753246,675,549,0
1616776753249,670,549,0
1616776753255,666,549,0
1616776753261,661,549,0
1616776753264,657,549,0
1616776753270,652,549,0
1616776753276,648,549,0
1616776753279,643,550,0
1616776753285,639,550,0
1616776753292,634,550,0
1616776753295,630,549,1
1616776753300,626,549,1
1616776753306,622,549,1
1616776753310,618,549,1
1616776753315,614,548,1
1616776753321,610,548,1
1616776753324,606,548,1
1616776753331,602,547,1
1616776753336,598,547,1
1616776753339,595,546,1
1616776753345,591,546,1
1616776753351,587,545,1
1616776753354,584,545,1
1616776753360,580,544,1
1616776753366,576,544,1
1616776753369,573,543,1
1616776753375,569,543,1
1616776753381,565,542,1
1616776753384,562,542,1
1616776753390,558,541,1
1616776753396,555,541,1
1616776753399,551,541,1
1616776753405,548,540,1
1616776753408,544,540,1
1616776753414,541,539,1
1616776753420,537,539,1
1616776753424,533,538,1
1616776753430,530,538,1
1616776753435,527,537,1
1616776753439,523,537,1
1616776753444,520,536,1
1616776753450,516,535,1
1616776753454,513,535,1
1616776753459,510,534,1
1616776753465,507,534,1
1616776753469,503,533,1
1616776753474,500,532,1
1616776753480,497,532,1
1616776753483,494,531,1
1616776753490,492,530,1
1616776753495,489,530,1
1616776753498,486,529,1
1616776753504,484,528,1
1616776753511,481,527,1
1616776753513,479,527,1
1616776753519,476,526,1
1616776753525,474,525,1
1616776753528,472,524,1
1616776753535,469,523,1
1616776753540,467,522,1
1616776753543,465,521,1
1616776753549,463,520,1
1616776753555,460,519,1
1616776753557,458,518,1
1616776753573,451,515,1
1616776753579,449,514,1
1616776753586,447,513,1
1616776753589,444,512,1
1616776753594,442,511,1
1616776753597,439,509,1
1616776753604,437,508,1
1616776753609,435,507,1
1616776753612,432,506,1
1616776753619,430,505,1
1616776753624,428,503,1
1616776753627,425,502,1
1616776753633,423,500,1
1616776753640,421,499,1
1616776753643,418,497,1
1616776753648,416,496,1
1616776753654,414,494,1
1616776753657,412,492,1
1616776753664,410,491,1
1616776753669,408,489,1
1616776753672,406,487,1
1616776753678,404,485,1
1616776753686,402,483,1
1616776753687,400,481,1
1616776753693,399,479,1
1616776753699,397,477,1
1616776753702,395,475,1
1616776753708,393,473,1
1616776753717,392,471,1
1616776753717,390,469,1
1616776753723,389,467,1
1616776753729,387,464,1
1616776753732,386,462,1
1616776753738,384,460,1
1616776753746,383,458,1
1616776753747,381,455,1
1616776753753,379,453,1
1616776753759,378,451,1
1616776753762,376,449,1
1616776753768,375,446,1
1616776753771,373,444,1
1616776753777,372,442,1
1616776753783,370,439,1
1616776753787,369,437,1
1616776753792,367,435,1
1616776753798,366,432,1
1616776753801,365,430,1
1616776753807,364,427,1
1616776753813,363,424,1
1616776753816,362,422,1
1616776753822,361,419,1
1616776753829,360,416,1
1616776753831,359,413,1
1616776753837,359,410,1
1616776753843,358,408,1
1616776753846,357,405,1
1616776753852,356,402,1
1616776753858,356,399,1
1616776753861,355,397,1
1616776753867,354,394,1
1616776753873,353,391,1
1616776753876,352,388,1
1616776753882,351,385,1
1616776753888,351,383,1
1616776753891,350,380,1
1616776753897,349,377,1
1616776753903,348,374,1
1616776753906,347,371,1
1616776753912,346,368,1
1616776753918,345,365,1
1616776753921,345,362,1
1616776753927,344,359,1
1616776753933,343,356,1
1616776753936,342,354,1
1616776753942,342,351,1
1616776753946,341,348,1
1616776753951,340,345,1
1616776753957,339,342,1
1616776753960,339,339,1
1616776753966,338,337,1
1616776753972,337,334,1
1616776753976,337,331,1
1616776753981,336,328,1
1616776753987,336,326,1
1616776753990,336,323,1
1616776753996,335,320,1
1616776754002,335,318,1
1616776754005,335,315,1
1616776754011,335,312,1
1616776754017,335,309,1
1616776754019,335,306,1
1616776754026,336,303,1
1616776754032,336,300,1
1616776754036,337,297,1
1616776754041,337,294,1
1616776754047,338,291,1
1616776754049,338,287,1
1616776754056,339,284,1
1616776754062,340,281,1
1616776754066,340,277,1
1616776754071,341,274,1
1616776754077,342,271,1
1616776754080,343,268,1
1616776754086,344,264,1
1616776754092,345,261,1
1616776754096,346,257,1
1616776754101,347,254,1
1616776754107,349,251,1
1616776754109,350,247,1
1616776754115,351,244,1
1616776754118,353,241,1
1616776754125,354,237,1
1616776754130,356,234,1
1616776754134,358,230,1
1616776754139,360,226,1
1616776754145,362,223,1
1616776754148,363,220,1
1616776754155,365,216,1
1616776754160,367,213,1
1616776754164,369,210,1
1616776754169,371,207,1
1616776754175,373,204,1
1616776754178,376,201,1
1616776754186,378,198,1
1616776754190,380,195,1
1616776754195,382,192,1
1616776754200,385,189,1
1616776754206,387,186,1
1616776754208,389,183,1
1616776754216,392,181,1
1616776754220,394,178,1
1616776754225,397,175,1
1616776754229,399,173,1
1616776754236,401,170,1
1616776754238,404,168,1
1616776754246,407,165,1
1616776754250,409,162,1
1616776754255,412,160,1
1616776754259,414,157,1
1616776754266,417,155,1
1616776754268,420,153,1
1616776754275,423,151,1
1616776754280,425,148,1
1616776754284,428,146,1
1616776754289,431,144,1
1616776754295,434,142,1
1616776754298,437,141,1
1616776754306,440,139,1
1616776754307,443,137,1
1616776754315,446,135,1
1616776754319,449,133,1
1616776754322,453,131,1
1616776754328,456,129,1
1616776754335,459,128,1
1616776754337,462,126,1
1616776754344,466,125,1
1616776754349,469,123,1
1616776754352,472,122,1
1616776754359,475,121,1
1616776754365,479,119,1
1616776754367,482,118,1
1616776754374,485,117,1
1616776754379,489,116,1
1616776754382,492,115,1
1616776754388,496,114,1
1616776754395,499,113,1
1616776754397,503,112,1
1616776754404,506,111,1
1616776754409,510,110,1
1616776754412,513,110,1
1616776754419,517,109,1
1616776754426,521,108,1
1616776754427,524,108,1
1616776754435,528,107,1
1616776754439,531,107,1
1616776754442,535,106,1
1616776754448,538,106,1
1616776754456,542,106,1
1616776754457,545,106,1
1616776754465,549,106,1
1616776754469,553,106,1
1616776754472,556,106,1
1616776754479,560,106,1
1616776754481,563,107,1
1616776754487,567,107,1
1616776754495,570,108,1
1616776754496,574,108,1
1616776754502,577,109,1
1616776754508,580,110,1
1616776754511,584,111,1
1616776754518,587,112,1
1616776754524,590,113,1
1616776754526,593,114,1
1616776754532,597,115,1
1616776754538,600,116,1
1616776754541,603,118,1
1616776754548,606,119,1
1616776754554,610,120,1
1616776754556,613,122,1
1616776754562,616,123,1
1616776754568,619,125,1
1616776754571,623,126,1
1616776754579,626,128,1
1616776754583,629,130,1
1616776754587,632,131,1
1616776754592,635,133,1
1616776754599,639,135,1
1616776754603,642,137,1
1616776754607,645,139,1
1616776754614,648,141,1
1616776754616,651,143,1
1616776754622,654,145,1
1616776754628,658,147,1
1616776754631,661,149,1
1616776754638,664,152,1
1616776754644,667,154,1
1616776754646,670,156,1
1616776754653,673,158,1
1616776754656,676,160,1
1616776754661,679,163,1
1616776754667,682,165,1
1616776754670,685,168,1
1616776754677,688,170,1
1616776754682,691,172,1
1616776754685,694,175,1
1616776754691,697,178,1
1616776754697,700,180,1
1616776754700,703,183,1
1616776754706,705,185,1
1616776754713,708,188,1
1616776754715,711,191,1
1616776754721,713,193,1
1616776754728,716,196,1
1616776754730,718,199,1
1616776754736,721,202,1
1616776754743,723,205,1
1616776754746,725,207,1
1616776754752,727,210,1
1616776754758,729,214,1
1616776754761,731,217,1
1616776754767,733,220,1
1616776754773,735,223,1
1616776754776,737,227,1
1616776754782,738,230,1
1616776754788,740,234,1
1616776754791,741,237,1
1616776754797,743,241,1
1616776754803,744,244,1
1616776754805,745,248,1
1616776754812,746,252,1
1616776754818,747,255,1
1616776754821,748,259,1
1616776754827,749,263,1
1616776754834,750,267,1
1616776754835,751,271,1
1616776754843,752,275,1
1616776754846,753,279,1
1616776754851,754,283,1
1616776754857,754,287,1
1616776754860,755,291,1
1616776754866,755,295,1
1616776754873,756,300,1
1616776754875,756,304,1
1616776754881,756,308,1
1616776754887,757,312,1
1616776754889,757,316,1
1616776754896,757,321,1
1616776754902,757,325,1
1616776754905,757,329,1
1616776754911,757,333,1
1616776754917,757,337,1
1616776754920,757,342,1
1616776754926,757,346,1
1616776754933,757,350,1
1616776754936,756,354,1
1616776754941,756,359,1
1616776754947,756,363,1
1616776754950,755,367,1
1616776754956,755,372,1
1616776754962,755,376,1
1616776754966,754,380,1
1616776754971,753,385,1
1616776754977,753,389,1
1616776754980,752,393,1
1616776754987,751,398,1
1616776754992,750,402,1
1616776754995,749,406,1
1616776755001,748,410,1
1616776755007,747,414,1
1616776755010,746,418,1
1616776755016,745,422,1
1616776755019,744,426,1
1616776755027,743,430,1
1616776755031,741,434,1
1616776755035,740,438,1
1616776755040,739,441,1
1616776755046,737,445,1
1616776755049,736,448,1
1616776755056,734,451,1
1616776755061,733,455,1
1616776755065,731,458,1
1616776755070,730,461,1
1616776755076,728,464,1
1616776755079,726,467,1
1616776755087,725,470,1
1616776755091,723,473,1
1616776755095,721,476,1
1616776755100,719,479,1
1616776755106,717,482,1
1616776755110,715,485,1
1616776755116,712,488,1
1616776755121,710,491,1
1616776755125,708,494,1
1616776755130,705,497,1
1616776755136,703,500,1
1616776755139,700,503,1
1616776755146,698,505,1
1616776755151,695,508,1
1616776755155,692,510,1
1616776755160,690,513,1
1616776755166,687,515,1
1616776755169,684,518,1
1616776755176,681,520,1
1616776755181,678,522,1
1616776755185,675,525,1
1616776755190,672,527,1
1616776755193,669,529,1
1616776755199,666,531,1
1616776755207,663,532,1
1616776755209,660,534,1
1616776755215,657,536,1
1616776755220,654,537,1
1616776755222,651,539,1
1616776755229,648,540,1
1616776755237,644,541,1
1616776755238,641,542,1
1616776755246,638,543,1
1616776755250,635,544,1
1616776755253,631,545,1
1616776755259,628,546,1
1616776755267,625,547,1
1616776755269,622,548,1
1616776755275,619,549,1
1616776755280,616,550,1
1616776755283,612,550,1
1616776755290,609,551,1
1616776755297,605,552,1
1616776755298,602,553,1
1616776755306,598,553,1
1616776755310,595,554,1
1616776755313,591,555,1
1616776755319,588,556,1
1616776755326,584,556,1
1616776755328,581,557,1
1616776755335,577,558,1
1616776755340,573,558,1
1616776755343,570,559,1
1616776755349,566,560,1
1616776755357,562,560,1
1616776755358,559,561,1
1616776755366,555,561,1
1616776755368,551,562,1
1616776755373,548,562,1
1616776755379,544,562,1
1616776755382,540,562,1
1616776755388,537,563,0
1616776755396,533,563,0
1616776755397,529,563,0
1616776755403,526,562,0
1616776755409,522,562,0
1616776755413,519,562,0
1616776755419,515,561,0
1616776755424,512,561,0
1616776755428,508,560,0
1616776755433,505,560,0
1616776755439,501,559,0
1616776755442,498,558,0
1616776755449,494,557,0
1616776755454,491,556,0
1616776755458,488,555,0
1616776755463,485,554,0
1616776755469,481,553,0
1616776755472,478,551,0
1616776755479,475,550,0
1616776755486,472,548,1
1616776755488,469,547,1
1616776755493,465,545,1
1616776755499,462,543,1
1616776755502,459,541,1
1616776755509,456,540,1
1616776755515,453,538,1
1616776755517,449,536,1
1616776755523,446,534,1
1616776755528,443,532,1
1616776755532,440,530,1
1616776755539,436,528,1
1616776755545,433,525,1
1616776755547,430,523,1
1616776755553,427,521,1
1616776755556,424,518,1
1616776755562,421,516,1
1616776755569,418,513,1
1616776755571,415,510,1
1616776755583,410,505,1
1616776755586,407,502,1
1616776755592,404,499,1
1616776755599,402,496,1
1616776755602,399,493,1
1616776755608,397,490,1
1616776755613,394,486,1
1616776755616,392,483,1
1616776755622,390,479,1
1616776755630,388,476,1
1616776755631,386,473,1
1616776755638,384,469,1
1616776755643,382,466,1
1616776755646,380,463,1
1616776755652,378,459,1
1616776755659,376,456,1
1616776755662,374,452,1
1616776755668,371,449,1
1616776755673,369,445,1
1616776755676,367,442,1
1616776755682,365,439,1
1616776755689,363,435,1
1616776755692,361,432,1
1616776755699,359,429,1
1616776755703,358,425,1
1616776755706,356,422,1
1616776755712,354,418,1
1616776755720,352,415,1
1616776755721,350,411,1
1616776755729,349,408,1
1616776755730,347,404,1
1616776755736,346,400,1
1616776755742,344,397,1
1616776755745,343,393,1
1616776755751,342,390,1
1616776755759,340,386,1
1616776755761,339,382,1
1616776755766,338,379,1
1616776755772,337,375,1
1616776755775,336,372,1
1616776755781,335,368,1
1616776755790,335,365,1
1616776755790,334,361,1
1616776755796,333,357,1
1616776755802,333,354,1
1616776755805,332,350,1
1616776755811,332,347,1
1616776755819,332,343,1
1616776755820,332,339,1
1616776755826,332,336,1
1616776755832,331,332,1
1616776755836,331,328,1
1616776755842,331,325,1
1616776755849,332,321,1
1616776755851,332,317,1
1616776755856,332,313,1
1616776755863,333,309,1
1616776755865,333,306,1
1616776755871,334,302,1
1616776755879,334,298,1
1616776755880,335,294,1
1616776755886,336,290,1
1616776755893,337,286,1
1616776755895,337,283,1
1616776755901,339,279,1
1616776755904,340,275,1
1616776755910,341,271,1
1616776755916,342,267,1
1616776755919,343,263,1
1616776755926,345,259,1
1616776755931,346,255,1
1616776755934,348,251,1
1616776755940,349,247,1
1616776755946,351,243,1
1616776755949,353,239,1
1616776755955,354,235,1
1616776755962,356,231,1
1616776755964,358,228,1
1616776755970,360,224,1
1616776755976,362,220,1
1616776755978,364,216,1
1616776755985,367,212,1
1616776755991,369,209,1
1616776755994,371,205,1
1616776756000,373,201,1
1616776756007,375,198,1
1616776756010,378,194,1
1616776756016,380,191,1
1616776756021,382,188,1
1616776756024,385,185,1
1616776756030,387,182,1
1616776756036,390,178,1
1616776756039,392,175,1
1616776756046,395,173,1
1616776756051,398,170,1
1616776756054,401,167,1
1616776756060,403,164,1
1616776756066,406,162,1
1616776756070,409,159,1
1616776756076,412,157,1
1616776756079,415,154,1
1616776756084,418,152,1
1616776756090,421,150,1
1616776756093,425,148,1
1616776756099,428,146,1
1616776756105,431,144,1
1616776756109,435,142,1
1616776756114,438,140,1
1616776756120,441,138,1
1616776756123,445,136,1
1616776756129,448,135,1
1616776756135,452,133,1
1616776756139,455,131,1
1616776756144,459,130,1
1616776756150,463,128,1
1616776756153,466,127,1
1616776756159,470,126,1
1616776756165,474,124,1
1616776756169,478,123,1
1616776756174,482,122,1
1616776756180,486,121,1
1616776756183,490,120,1
1616776756189,494,119,1
1616776756195,498,118,1
1616776756199,502,117,1
1616776756204,506,116,1
1616776756210,510,116,1
1616776756213,513,115,1
1616776756219,517,115,1
1616776756225,521,115,1
1616776756229,525,114,1
1616776756234,528,114,1
1616776756240,532,114,1
1616776756243,536,114,1
1616776756249,539,114,1
1616776756255,543,115,1
1616776756259,546,115,1
1616776756264,550,116,1
1616776756268,553,116,1
1616776756273,556,117,1
1616776756279,560,118,1
1616776756282,563,119,1
1616776756289,566,120,1
1616776756294,569,121,1
1616776756298,572,122,1
1616776756303,575,123,1
1616776756309,578,124,1
1616776756312,581,125,1
1616776756319,584,127,1
1616776756324,587,128,1
1616776756328,590,130,1
1616776756333,593,131,1
1616776756339,596,133,1
1616776756341,599,134,1
1616776756349,602,136,1
1616776756354,605,137,1
1616776756358,608,139,1
1616776756363,611,141,1
1616776756369,614,142,1
1616776756371,618,144,1
1616776756379,621,146,1
1616776756384,624,148,1
1616776756388,627,150,1
1616776756393,629,152,1
1616776756399,632,154,1
1616776756402,635,156,1
1616776756409,638,158,1
1616776756414,640,160,1
1616776756418,643,163,1
1616776756423,646,165,1
1616776756430,649,167,1
1616776756433,651,170,1
1616776756440,654,172,1
1616776756442,657,175,1
1616776756449,660,177,1
1616776756453,663,179,1
1616776756456,665,182,1
1616776756462,668,184,1
1616776756470,671,186,1
1616776756471,673,189,0
1616776756478,676,191,1
1616776756483,679,194,1
1616776756486,681,196,1
1616776756492,684,199,0
1616776756500,686,202,0
1616776756502,688,204,0
1616776756508,691,207,0
1616776756513,693,210,0
1616776756517,695,213,0
1616776756522,698,215,0
1616776756530,700,218,0
1616776756531,702,221,0
1616776756539,704,224,0
1616776756542,706,226,0
1616776756546,708,229,0
1616776756552,710,232,0
1616776756560,712,235,1
1616776756562,714,238,1
1616776756568,716,241,1
1616776756574,717,244,1
1616776756576,719,247,1
1616776756583,721,250,1
1616776756589,722,253,1
1616776756591,724,257,1
1616776756599,725,260,1
1616776756603,726,263,1
1616776756607,728,266,1
1616776756612,729,270,1
1616776756615,730,273,1
1616776756621,732,276,1
1616776756629,733,280,1
1616776756630,734,283,1
1616776756636,735,286,1
1616776756642,736,290,1
1616776756645,738,293,1
1616776756652,739,296,1
1616776756659,740,300,1
1616776756661,741,303,1
1616776756666,742,307,1
1616776756672,743,310,1
1616776756676,743,314,1
1616776756681,744,317,1
1616776756688,745,320,1
1616776756691,745,324,1
1616776756697,746,327,1
1616776756703,746,331,1
1616776756705,747,334,1
1616776756711,747,337,1
1616776756719,747,341,1
1616776756720,748,344,1
1616776756726,748,348,1
1616776756732,748,351,1
1616776756735,748,354,1
1616776756741,747,358,1
1616776756749,747,361,1
1616776756750,747,365,1
1616776756756,746,368,1
1616776756762,746,372,1
1616776756765,745,375,1
1616776756771,744,378,1
1616776756778,744,382,1
1616776756780,743,385,1
1616776756786,742,389,1
1616776756792,741,392,1
1616776756795,740,395,1
1616776756801,739,399,1
1616776756803,738,402,1
1616776756810,737,405,1
1616776756816,735,409,1
1616776756819,734,412,1
1616776756825,732,415,1
1616776756831,731,418,1
1616776756834,729,422,1
1616776756840,728,425,1
1616776756846,726,429,1
1616776756850,724,432,1
1616776756855,722,436,1
1616776756861,721,439,1
1616776756864,718,443,1
1616776756870,716,446,1
1616776756876,714,449,1
1616776756879,712,453,1
1616776756885,710,456,1
1616776756891,707,460,1
1616776756894,705,463,1
1616776756900,702,467,1
1616776756906,699,470,1
1616776756909,696,473,1
1616776756915,694,476,1
1616776756921,691,479,1
1616776756924,688,482,1
1616776756929,685,486,1
1616776756935,681,489,1
1616776756938,678,492,1
1616776756944,675,495,1
1616776756950,672,498,1
1616776756953,668,501,1
1616776756959,665,504,1
1616776756965,661,506,1
1616776756968,658,509,1
1616776756974,655,512,1
1616776756978,651,514,1
1616776756983,648,516,1
1616776756989,644,519,1
1616776756992,641,521,1
1616776756998,638,523,1
1616776757004,634,525,1
1616776757009,631,527,1
1616776757013,627,529,1
1616776757019,624,531,1
1616776757022,620,532,1
1616776757028,617,534,1
1616776757034,613,536,1
1616776757038,610,537,1
1616776757043,606,539,1
1616776757049,603,540,1
1616776757052,599,541,1
1616776757058,596,542,1
1616776757064,592,543,1
1616776757068,589,544,1
1616776757073,585,545,1
1616776757079,582,545,1
1616776757082,579,546,1
1616776757088,575,546,1
1616776757094,572,546,1
1616776757098,569,546,1
1616776757103,566,546,1
1616776757109,563,546,1
1616776757112,559,546,1
1616776757119,556,546,1
1616776757124,553,545,1
1616776757128,550,545,1
1616776757134,547,544,1
1616776757139,544,544,1
1616776757142,541,543,1
1616776757148,537,543,1
1616776757151,534,542,1
1616776757159,531,541,1
1616776757164,528,540,1
1616776757168,525,539,1
1616776757172,522,538,1
1616776757178,519,538,1
1616776757182,516,537,1
1616776757188,513,536,1
1616776757193,510,535,1
1616776757198,507,534,1
1616776757202,504,533,1
1616776757208,501,532,1
1616776757211,498,531,1
1616776757218,495,530,1
1616776757223,492,529,1
1616776757227,489,527,1
1616776757232,486,526,1
1616776757238,483,525,1
1616776757241,480,524,1
1616776757248,477,523,1
1616776757253,474,522,1
1616776757257,471,520,1
1616776757262,467,519,1
1616776757268,465,518,1
1616776757271,462,516,1
1616776757279,459,515,1
1616776757283,456,513,1
1616776757287,453,511,1
1616776757292,450,509,1
1616776757298,447,508,1
1616776757301,444,506,1
1616776757308,442,504,1
1616776757314,439,502,1
1616776757318,436,500,1
1616776757323,434,498,1
1616776757329,431,496,1
1616776757331,428,494,1
1616776757339,426,492,1
1616776757341,423,490,1
1616776757349,420,488,1
1616776757353,417,486,1
1616776757355,414,484,1
1616776757362,412,482,1
1616776757369,409,480,1
1616776757371,406,478,1
1616776757379,403,476,1
1616776757383,401,473,1
1616776757386,398,471,1
1616776757393,395,468,1
1616776757399,393,465,1
1616776757402,390,463,1
1616776757409,388,460,1
1616776757413,386,456,1
1616776757416,384,453,1
1616776757422,382,450,1
1616776757430,380,446,1
1616776757432,378,443,1
1616776757438,376,439,1
1616776757443,375,435,1
1616776757446,373,432,1
1616776757453,372,428,1
1616776757460,370,424,1
1616776757461,369,420,1
1616776757468,368,417,1
1616776757473,366,413,1
1616776757477,365,409,1
1616776757482,364,405,1
1616776757490,363,402,1
1616776757492,362,398,1
1616776757498,361,394,1
1616776757503,360,390,1
1616776757506,360,386,1
1616776757512,359,383,1
1616776757515,358,379,1
1616776757522,357,375,1
1616776757529,357,371,1
1616776757530,356,367,1
1616776757536,356,363,1
1616776757542,355,359,1
1616776757545,355,355,1
1616776757551,354,350,1
1616776757558,354,346,1
1616776757560,354,342,1
1616776757566,353,338,1
1616776757572,353,334,1
1616776757575,353,329,1
1616776757581,353,325,1
1616776757589,353,317,1
1616776757597,353,312,1
1616776757602,353,308,1
1616776757605,353,304,1
1616776757611,353,300,1
1616776757618,354,297,1
1616776757620,354,293,1
1616776757626,354,289,1
1616776757632,355,285,1
1616776757635,355,281,1
1616776757641,356,278,1
1616776757650,356,274,1
1616776757651,357,270,1
1616776757656,357,267,1
1616776757662,358,263,1
1616776757665,359,260,1
1616776757671,359,256,1
1616776757679,360,252,1
1616776757681,361,249,1
1616776757686,362,245,1
1616776757689,363,241,1
1616776757696,364,238,1
1616776757701,365,234,1
1616776757705,366,231,1
1616776757710,367,227,1
1616776757720,368,223,1
1616776757723,370,220,1
1616776757730,371,216,1
1616776757733,373,213,1
1616776757736,375,210,1
1616776757742,376,206,1
1616776757746,378,203,1
1616776757749,380,199,1
1616776757755,382,196,1
1616776757761,385,193,1
1616776757765,387,189,1
1616776757770,389,186,1
1616776757776,392,183,1
1616776757778,394,180,1
1616776757785,397,176,1
1616776757791,399,173,1
1616776757794,402,170,1
1616776757800,405,167,1
1616776757806,408,164,1
1616776757809,411,162,1
1616776757814,414,159,1
1616776757823,417,156,1
1616776757825,420,153,1
1616776757832,423,151,1
1616776757836,426,148,1
1616776757839,429,146,1
1616776757845,433,144,1
1616776757853,436,141,1
1616776757855,440,139,1
1616776757862,443,137,1
1616776757863,447,135,1
1616776757869,450,134,1
1616776757875,454,132,1
1616776757879,457,130,1
1616776757884,461,129,1
1616776757891,465,127,1
1616776757894,469,126,1
1616776757899,473,124,1
1616776757905,476,123,1
1616776757909,480,122,1
1616776757914,484,121,1
1616776757921,488,120,1
1616776757923,492,119,1
1616776757929,496,118,1
1616776757935,501,117,1
1616776757938,505,116,1
1616776757945,509,115,1
1616776757952,513,114,1
1616776757954,517,114,1
1616776757959,521,113,1
1616776757965,526,112,1
1616776757968,530,112,1
1616776757974,534,111,1
1616776757981,538,111,1
1616776757983,542,110,1
1616776757989,547,110,1
1616776757995,551,110,1
1616776757998,555,110,1
1616776758005,559,110,1
1616776758011,563,110,1
1616776758013,567,110,1
1616776758019,571,111,1
1616776758025,574,111,1
1616776758028,578,112,1
1616776758034,582,112,1
1616776758041,586,113,1
1616776758044,589,114,1
1616776758049,593,114,1
1616776758052,596,115,1
1616776758058,600,116,1
1616776758064,603,117,1
1616776758067,606,119,1
1616776758073,610,120,1
1616776758079,613,121,1
1616776758082,616,122,1
1616776758088,619,124,1
1616776758094,623,125,1
1616776758097,626,127,1
1616776758103,629,128,1
1616776758109,632,130,1
1616776758112,635,131,1
1616776758118,639,133,1
1616776758124,642,135,1
1616776758127,645,136,1
1616776758133,648,138,1
1616776758139,651,140,1
1616776758142,654,142,1
1616776758148,657,144,1
1616776758154,659,146,1
1616776758157,662,149,1
1616776758163,665,151,1
1616776758169,668,153,1
1616776758172,671,155,1
1616776758178,673,158,1
1616776758184,676,160,1
1616776758187,679,162,1
1616776758193,682,165,1
1616776758199,684,168,1
1616776758203,687,170,1
1616776758208,689,173,1
1616776758214,692,175,1
1616776758217,694,178,1
1616776758224,697,181,1
1616776758227,699,184,1
1616776758232,702,186,1
1616776758238,704,189,1
1616776758243,707,192,1
1616776758247,709,195,1
1616776758253,711,197,1
1616776758257,714,200,1
1616776758262,716,203,1
1616776758268,718,207,1
1616776758272,720,210,1
1616776758277,722,213,1
1616776758283,724,216,1
1616776758286,726,220,1
1616776758292,728,223,1
1616776758298,730,226,1
1616776758303,731,230,1
1616776758307,733,233,1
1616776758313,735,237,1
